PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_TITLE;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_ATTRIBUTEDESCRIPTION;REQUIREMENTS_ATTRIBUTES_ADDITIONALINFORMATION;REQUIREMENTS_ATTRIBUTES_LEVELOFRISK;REQUIREMENTS_ATTRIBUTES_WEIGHT;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;872515266548;ap-south-1;2025-07-18 12:41:38.079808;3.2.2;Ensure CloudWatch Log Groups have a retention policy of specific days;CloudWatch Log Groups have a retention policy of specific days;3. Logging and Monitoring;3.2 Retention;AWS CloudWatch Log Groups store logs from various AWS services and applications, enabling monitoring, debugging, and security auditing. By default, CloudWatch logs are retained indefinitely, which can lead to unnecessary data storage costs and compliance risks. To manage log lifecycle effectively, it is recommended to set a retention policy for CloudWatch Log Groups, ensuring logs are retained only for a specific number of days based on operational and compliance requirements.;Setting a retention policy for CloudWatch logs helps balance cost management, compliance, and security. Retaining logs for too long increases storage costs and potential exposure to sensitive data, while keeping them for too short a duration can limit forensic investigations and compliance reporting. By defining a specific retention period, organizations can ensure logs are available for troubleshooting and audits while adhering to data retention best practices and regulatory requirements.;2;8;FAIL;Log Group RDSOSMetrics has less than 365 days retention period (30 days).;arn:aws:logs:ap-south-1:872515266548:log-group:RDSOSMetrics:*;RDSOSMetrics;cloudwatch_log_group_retention_policy_specific_days_enabled;False
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;872515266548;ap-south-1;2025-07-18 12:41:38.079808;3.3.1;Ensure AWS Config is enabled in all regions;AWS Config is enabled;3. Logging and Monitoring;3.3 Monitoring;AWS Config is a service that continuously monitors, records, and evaluates configuration changes in AWS resources within an account. It tracks configuration items, relationships between resources, and changes over time, delivering logs for security analysis, change management, and compliance auditing. To ensure comprehensive monitoring, AWS Config should be enabled in all regions.;Enabling AWS Config in all regions improves security, visibility, and compliance by: Tracking resource changes, allowing for quick identification of misconfigurations. Supporting security audits and forensic investigations by maintaining a historical record of configurations.;2;8;FAIL;AWS Config recorder 872515266548 is disabled.;arn:aws:config:ap-south-1:872515266548:recorder;872515266548;config_recorder_all_regions_enabled;False
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;872515266548;ap-south-1;2025-07-18 12:41:38.079808;1.3.1;Ensure IAM policies that allow full *:* administrative privileges are not attached;IAM policies with full privileges not attached;1. IAM;1.3 Privilege Escalation Prevention;IAM policies define permissions for users, groups, and roles, controlling access to AWS resources. Following the principle of least privilege, users should be granted only the permissions necessary to perform their tasks. Instead of assigning broad administrative privileges, permissions should be carefully crafted to allow only the required actions.;Starting with minimal permissions and granting additional access as needed is significantly more secure than providing excessive permissions and attempting to restrict them later. Assigning full administrative privileges increases the risk of unauthorized or accidental actions that could compromise AWS resources. IAM policies containing Effect: Allow, Action: , Resource:  should be removed to prevent unrestricted access and enforce security best practices.;4;100;PASS;AWS policy AutoScalingServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AutoScalingServiceRolePolicy;AutoScalingServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;872515266548;ap-south-1;2025-07-18 12:41:38.079808;1.3.1;Ensure IAM policies that allow full *:* administrative privileges are not attached;IAM policies with full privileges not attached;1. IAM;1.3 Privilege Escalation Prevention;IAM policies define permissions for users, groups, and roles, controlling access to AWS resources. Following the principle of least privilege, users should be granted only the permissions necessary to perform their tasks. Instead of assigning broad administrative privileges, permissions should be carefully crafted to allow only the required actions.;Starting with minimal permissions and granting additional access as needed is significantly more secure than providing excessive permissions and attempting to restrict them later. Assigning full administrative privileges increases the risk of unauthorized or accidental actions that could compromise AWS resources. IAM policies containing Effect: Allow, Action: , Resource:  should be removed to prevent unrestricted access and enforce security best practices.;4;100;PASS;AWS policy AWSElasticLoadBalancingServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AWSElasticLoadBalancingServiceRolePolicy;AWSElasticLoadBalancingServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;872515266548;ap-south-1;2025-07-18 12:41:38.079808;1.3.1;Ensure IAM policies that allow full *:* administrative privileges are not attached;IAM policies with full privileges not attached;1. IAM;1.3 Privilege Escalation Prevention;IAM policies define permissions for users, groups, and roles, controlling access to AWS resources. Following the principle of least privilege, users should be granted only the permissions necessary to perform their tasks. Instead of assigning broad administrative privileges, permissions should be carefully crafted to allow only the required actions.;Starting with minimal permissions and granting additional access as needed is significantly more secure than providing excessive permissions and attempting to restrict them later. Assigning full administrative privileges increases the risk of unauthorized or accidental actions that could compromise AWS resources. IAM policies containing Effect: Allow, Action: , Resource:  should be removed to prevent unrestricted access and enforce security best practices.;4;100;PASS;AWS policy AWSTrustedAdvisorServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AWSTrustedAdvisorServiceRolePolicy;AWSTrustedAdvisorServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;872515266548;ap-south-1;2025-07-18 12:41:38.079808;1.3.1;Ensure IAM policies that allow full *:* administrative privileges are not attached;IAM policies with full privileges not attached;1. IAM;1.3 Privilege Escalation Prevention;IAM policies define permissions for users, groups, and roles, controlling access to AWS resources. Following the principle of least privilege, users should be granted only the permissions necessary to perform their tasks. Instead of assigning broad administrative privileges, permissions should be carefully crafted to allow only the required actions.;Starting with minimal permissions and granting additional access as needed is significantly more secure than providing excessive permissions and attempting to restrict them later. Assigning full administrative privileges increases the risk of unauthorized or accidental actions that could compromise AWS resources. IAM policies containing Effect: Allow, Action: , Resource:  should be removed to prevent unrestricted access and enforce security best practices.;4;100;PASS;AWS policy AWSSupportServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AWSSupportServiceRolePolicy;AWSSupportServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;872515266548;ap-south-1;2025-07-18 12:41:38.079808;1.3.1;Ensure IAM policies that allow full *:* administrative privileges are not attached;IAM policies with full privileges not attached;1. IAM;1.3 Privilege Escalation Prevention;IAM policies define permissions for users, groups, and roles, controlling access to AWS resources. Following the principle of least privilege, users should be granted only the permissions necessary to perform their tasks. Instead of assigning broad administrative privileges, permissions should be carefully crafted to allow only the required actions.;Starting with minimal permissions and granting additional access as needed is significantly more secure than providing excessive permissions and attempting to restrict them later. Assigning full administrative privileges increases the risk of unauthorized or accidental actions that could compromise AWS resources. IAM policies containing Effect: Allow, Action: , Resource:  should be removed to prevent unrestricted access and enforce security best practices.;4;100;PASS;AWS policy ReadOnlyAccess is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/ReadOnlyAccess;ReadOnlyAccess;iam_aws_attached_policy_no_administrative_privileges;False
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;872515266548;ap-south-1;2025-07-18 12:41:38.079808;1.3.1;Ensure IAM policies that allow full *:* administrative privileges are not attached;IAM policies with full privileges not attached;1. IAM;1.3 Privilege Escalation Prevention;IAM policies define permissions for users, groups, and roles, controlling access to AWS resources. Following the principle of least privilege, users should be granted only the permissions necessary to perform their tasks. Instead of assigning broad administrative privileges, permissions should be carefully crafted to allow only the required actions.;Starting with minimal permissions and granting additional access as needed is significantly more secure than providing excessive permissions and attempting to restrict them later. Assigning full administrative privileges increases the risk of unauthorized or accidental actions that could compromise AWS resources. IAM policies containing Effect: Allow, Action: , Resource:  should be removed to prevent unrestricted access and enforce security best practices.;4;100;PASS;AWS policy NetworkSecurityDirectorServiceLinkedRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/NetworkSecurityDirectorServiceLinkedRolePolicy;NetworkSecurityDirectorServiceLinkedRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;872515266548;ap-south-1;2025-07-18 12:41:38.079808;1.3.1;Ensure IAM policies that allow full *:* administrative privileges are not attached;IAM policies with full privileges not attached;1. IAM;1.3 Privilege Escalation Prevention;IAM policies define permissions for users, groups, and roles, controlling access to AWS resources. Following the principle of least privilege, users should be granted only the permissions necessary to perform their tasks. Instead of assigning broad administrative privileges, permissions should be carefully crafted to allow only the required actions.;Starting with minimal permissions and granting additional access as needed is significantly more secure than providing excessive permissions and attempting to restrict them later. Assigning full administrative privileges increases the risk of unauthorized or accidental actions that could compromise AWS resources. IAM policies containing Effect: Allow, Action: , Resource:  should be removed to prevent unrestricted access and enforce security best practices.;4;100;PASS;AWS policy ServiceQuotasServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/ServiceQuotasServiceRolePolicy;ServiceQuotasServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;872515266548;ap-south-1;2025-07-18 12:41:38.079808;1.2.7;Ensure IAM users are managed centrally via identity federation or AWS Organizations for multi-account environments;IAM users managed centrally or by organizations;1. IAM;1.2 Authorization;In multi-account AWS environments, centralizing IAM user management improves control, security, and access management efficiency. Instead of creating separate IAM users in each account, access should be managed through role assumption. This can be achieved using AWS Organizations or federation with an external identity provider (e.g., AWS IAM Identity Center, Okta, or Active Directory).;Centralizing IAM user management into a single identity store simplifies administration, reduces the risk of access misconfigurations, and enforces consistent security policies across all accounts. This approach enhances security, scalability, and compliance while minimizing user duplication and permission errors.;1;1;FAIL;No SAML Providers found.;arn:aws:iam::872515266548:root;872515266548;iam_check_saml_providers_sts;False
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;872515266548;ap-south-1;2025-07-18 12:41:38.079808;1.3.3;Ensure no IAM Inline policies allow actions that may lead into Privilege Escalation;IAM policy allow privilege escalation;1. IAM;1.3 Privilege Escalation Prevention;IAM inline policies define permissions directly attached to users, groups, or roles, rather than being managed as standalone policies. If improperly configured, these policies can grant actions that enable privilege escalation, allowing users to elevate their access beyond intended permissions. Privilege escalation can occur through misconfigured IAM roles, excessive permissions, or indirect access paths, potentially leading to unauthorized control over AWS resources.;Users with some IAM permissions are allowed to elevate their privileges up to administrator rights.;4;100;PASS;Inline policy AuditPolicy attached to role ExternalAuditRole does not allow privilege escalation.;arn:aws:iam::872515266548:role/ExternalAuditRole;ExternalAuditRole/AuditPolicy;iam_inline_policy_allows_privilege_escalation;False
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;872515266548;ap-south-1;2025-07-18 12:41:38.079808;1.1.12;Ensure IAM password policy expires passwords within 90 days or less;IAM password expires within 90 days;1. IAM;1.1 Authentication;IAM password policies can be configured to enforce password expiration after a defined period. It is recommended that passwords be set to expire within 90 days or less to ensure users regularly update their credentials. This helps mitigate security risks associated with stale or compromised passwords that remain active for extended periods.;Requiring password expiration within 90 days or less reduces the risk of credential-based attacks, such as brute-force attacks and credential stuffing, by ensuring that old passwords cannot be used indefinitely. If a password has been exposed or compromised without detection, regular expiration limits the window of opportunity for an attacker to exploit it. This policy enforces stronger access control and aligns with industry security best practices.;3;10;FAIL;Password expiration is not set.;arn:aws:iam:ap-south-1:872515266548:password-policy;872515266548;iam_password_policy_expires_passwords_within_90_days_or_less;False
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;872515266548;ap-south-1;2025-07-18 12:41:38.079808;1.1.8;Ensure IAM password policy require at least one lowercase letter;IAM password policy require one lowercase or more;1. IAM;1.1 Authentication;IAM password policies can be configured to enforce the use of at least one lowercase letter in user passwords. Including lowercase letters increases password complexity, making them more resistant to brute-force and dictionary attacks. It is recommended to require at least one lowercase letter in IAM passwords to strengthen security.;Requiring at least one lowercase letter ensures that passwords are not composed solely of numbers or uppercase letters, which are easier to guess. Attackers often use wordlists and predictable patterns when attempting to crack passwords. By enforcing lowercase letters, password complexity improves, reducing the likelihood of unauthorized access.;3;10;FAIL;IAM password policy does not require at least one lowercase letter.;arn:aws:iam:ap-south-1:872515266548:password-policy;872515266548;iam_password_policy_lowercase;False
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;872515266548;ap-south-1;2025-07-18 12:41:38.079808;1.1.4;Ensure IAM password policy requires minimum length of 14 or greater;IAM password lenght 14 or greater;1. IAM;1.1 Authentication;Password policies help enforce password complexity requirements to strengthen account security. In AWS IAM, password policies can be configured to ensure that user passwords meet specific criteria, including a minimum length requirement. It is recommended to enforce a minimum password length of 14 characters to enhance security.;Requiring longer and more complex passwords reduces the risk of compromise from brute force attacks, credential stuffing, and other password-based threats. A 14-character minimum makes it significantly harder for attackers to guess or crack passwords, improving overall account security and resilience.;3;10;FAIL;IAM password policy does not require minimum length of 14 characters.;arn:aws:iam:ap-south-1:872515266548:password-policy;872515266548;iam_password_policy_minimum_length_14;False
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;872515266548;ap-south-1;2025-07-18 12:41:38.079808;1.1.6;Ensure IAM password policy require at least one number;IAM password requires one number or more;1. IAM;1.1 Authentication;Password policies help enforce password complexity requirements to strengthen account security. In AWS IAM, password policies can be configured to ensure that user passwords meet specific criteria, including using at least number as requirement. It is recommended to enforce the usage of one number to enhance security.;Requiring more complex passwords reduces the risk of compromise from brute force attacks, credential stuffing, and other password-based threats. Using a number at least makes it significantly harder for attackers to guess or crack passwords, improving overall account security and resilience.;3;10;FAIL;IAM password policy does not require at least one number.;arn:aws:iam:ap-south-1:872515266548:password-policy;872515266548;iam_password_policy_number;False
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;872515266548;ap-south-1;2025-07-18 12:41:38.079808;1.1.5;Ensure IAM password policy prevents password reuse;IAM prevent password reuse;1. IAM;1.1 Authentication;IAM password policies can be configured to prevent users from reusing previous passwords. This ensures that users create new, unique passwords instead of cycling through old ones. It is recommended to enforce password history restrictions to enhance security.;Blocking password reuse helps mitigate the risk of credential-based attacks, such as brute force and credential stuffing. It prevents users from reverting to previously compromised passwords, reducing the likelihood of unauthorized access.;3;10;FAIL;IAM password policy reuse prevention is less than 24 or not set.;arn:aws:iam:ap-south-1:872515266548:password-policy;872515266548;iam_password_policy_reuse_24;False
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;872515266548;ap-south-1;2025-07-18 12:41:38.079808;1.1.7;Ensure IAM password policy require at least one symbol;IAM password policy require one symbol or more;1. IAM;1.1 Authentication;IAM password policies can be configured to enforce the use of at least one special character (symbol) in user passwords. Special characters (e.g., @, #, $, %) add complexity, making passwords harder to guess or crack. It is recommended to require at least one symbol in IAM passwords to enhance security.;Requiring a symbol in passwords increases entropy, making brute-force and dictionary attacks more difficult. Attackers often rely on common or predictable password patterns, and enforcing special characters helps reduce the effectiveness of such attacks. This policy strengthens overall password security and aligns with industry best practices.;3;10;FAIL;IAM password policy does not require at least one symbol.;arn:aws:iam:ap-south-1:872515266548:password-policy;872515266548;iam_password_policy_symbol;False
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;872515266548;ap-south-1;2025-07-18 12:41:38.079808;1.1.9;Ensure IAM password policy requires at least one uppercase letter;IAM password policy require one uppercase or more;1. IAM;1.1 Authentication;IAM password policies can be configured to enforce the use of at least one uppercase letter in user passwords. Including uppercase letters increases password complexity, making them more resilient to brute-force and dictionary attacks. It is recommended to require at least one uppercase letter in IAM passwords to enhance security.;Requiring at least one uppercase letter ensures that passwords are not composed solely of lowercase letters or numbers, which are more predictable and easier to crack. Attackers often rely on common word variations in password attacks, and enforcing uppercase letters adds an additional layer of complexity, reducing the risk of unauthorized access.;3;10;FAIL;IAM password policy does not require at least one uppercase letter.;arn:aws:iam:ap-south-1:872515266548:password-policy;872515266548;iam_password_policy_uppercase;False
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;872515266548;ap-south-1;2025-07-18 12:41:38.079808;1.3.2;Ensure access to AWSCloudShellFullAccess is restricted;AWSCloudShellFullAccess restricted;1. IAM;1.3 Privilege Escalation Prevention;AWS CloudShell provides a managed command-line interface (CLI) for interacting with AWS services. The AWSCloudShellFullAccess IAM policy grants full access to CloudShell, including file upload and download capabilities between a user’s local system and the CloudShell environment. Within CloudShell, users have sudo privileges and unrestricted internet access, making it possible to install software—such as file transfer tools—that could facilitate data movement to external servers.;Access to AWSCloudShellFullAccess should be restricted, as it can serve as a potential data exfiltration vector for malicious or compromised cloud administrators. Granting full permissions to CloudShell increases the risk of unauthorized data transfers outside the AWS environment. AWS provides guidance on creating more restrictive IAM policies to limit file transfer capabilities, reducing security risks.;2;8;PASS;AWS CloudShellFullAccess policy is not attached to any IAM entity.;arn:aws:iam::aws:policy/AWSCloudShellFullAccess;872515266548;iam_policy_cloudshell_admin_not_attached;False
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;872515266548;ap-south-1;2025-07-18 12:41:38.079808;1.2.3;Ensure a support role has been created to manage incidents with AWS Support;Support role exists to manage incidents;1. IAM;1.2 Authorization;AWS offers a Support Center for incident notification, response, technical support, and customer service assistance. To ensure secure and controlled access, an IAM role should be created with a properly assigned policy, allowing only authorized users to manage incidents with AWS Support.;Implementing least privilege access control ensures that only designated users can interact with AWS Support. Assigning an IAM role with a specific policy limits access to only necessary actions, reducing the risk of unauthorized modifications or exposure of sensitive account information.;1;1;FAIL;AWS Support Access policy is not attached to any role.;arn:aws:iam::aws:policy/AWSSupportAccess;872515266548;iam_support_role_created;False
